"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","530445","swapTokens","Surefire suite","Wed Aug 13 06:54:35 GMT 2025","passed","Wed Aug 13 07:03:26 GMT 2025","tests.SwapTest","Surefire test","tests.SwapTest","swapTokens"
